Sentence #,Word,Tag
,",",O
,``,O
,Ciphertext-only,B-TITLE
,Cryptanalysis,I-TITLE
,on,I-TITLE
,Hardened,I-TITLE
,Mifare,I-TITLE
,Classic,I-TITLE
,Cards,I-TITLE
,'',O
,in,O
,Proceedings,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,the,I-BOOKTITLE_OR_JOURNAL
,22nd,I-BOOKTITLE_OR_JOURNAL
,ACM,I-BOOKTITLE_OR_JOURNAL
,SIGSAC,I-BOOKTITLE_OR_JOURNAL
,Conference,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Communications,I-BOOKTITLE_OR_JOURNAL
,Security,I-BOOKTITLE_OR_JOURNAL
,",",O
,2015,B-YEAR
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,-,O
,brute,O
,forcing,O
,is,O
,based,O
,on,O
,@,O
,aczids,O
,bitsliced,O
,brute,O
,forcer,O
,https,O
,:,O
,github.com,O
,aczid,O
,crypto1_bs,O
,with,O
,some,O
,modifications,O
,.,O
,Mainly,O
,:,O
,-,O
,do,O
,n't,O
,rollback,O
,.,O
,Start,O
,with,O
,2nd,O
,byte,O
,of,O
,nonce,O
,instead,O
,-,O
,reuse,O
,results,O
,of,O
,filter,O
,subfunctions,O
,-,O
,reuse,O
,results,O
,of,O
,previous,O
,nonces,O
,if,O
,some,O
,first,O
,bits,O
,are,O
,identical,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,-,O
,aczid,O
,'s,O
,Copyright,O
,notice,O
,:,O
,Bit-sliced,O
,Crypto-1,O
,brute-forcing,O
,implementation,O
,Builds,O
,on,O
,the,O
,data,O
,structures,O
,returned,O
,by,O
,CraptEV1,O
,craptev1_get_space,O
,(,O
,nonces,O
,",",O
,threshold,O
,",",O
,uid,O
,),O
,Copyright,O
,(,O
,c,O
,),O
,2015-2016,O
,Aram,O
,VerstegenPermission,O
,is,O
,hereby,O
,granted,O
,",",O
,free,O
,of,O
,charge,O
,",",O
,to,O
,any,O
,person,O
,obtaining,O
,a,O
,copyof,O
,this,O
,software,O
,and,O
,associated,O
,documentation,O
,files,O
,(,O
,the,O
,``,O
,Software,O
,'',O
,),O
,",",O
,to,O
,dealin,O
,the,O
,Software,O
,without,O
,restriction,O
,",",O
,including,O
,without,O
,limitation,O
,the,O
,rightsto,O
,use,O
,",",O
,copy,O
,",",O
,modify,O
,",",O
,merge,O
,",",O
,publish,O
,",",O
,distribute,O
,",",O
,sublicense,O
,",",O
,and,O
,or,O
,sellcopies,O
,of,O
,the,O
,Software,O
,",",O
,and,O
,to,O
,permit,O
,persons,O
,to,O
,whom,O
,the,O
,Software,O
,isfurnished,O
,to,O
,do,O
,so,O
,",",O
,subject,O
,to,O
,the,O
,following,O
,conditions,O
,:,O
,The,O
,above,O
,copyright,O
,notice,O
,and,O
,this,O
,permission,O
,notice,O
,shall,O
,be,O
,included,O
,inall,O
,copies,O
,or,O
,substantial,O
,portions,O
,of,O
,the,O
,Software.THE,O
,SOFTWARE,O
,IS,O
,PROVIDED,O
,``,O
,AS,O
,IS,O
,'',O
,",",O
,WITHOUT,O
,WARRANTY,O
,OF,O
,ANY,O
,KIND,O
,",",O
,EXPRESS,O
,ORIMPLIED,O
,",",O
,INCLUDING,O
,BUT,O
,NOT,O
,LIMITED,O
,TO,O
,THE,O
,WARRANTIES,O
,OF,O
,MERCHANTABILITY,O
,",",O
,FITNESS,O
,FOR,O
,A,O
,PARTICULAR,O
,PURPOSE,O
,AND,O
,NONINFRINGEMENT,O
,.,O
,IN,O
,NO,O
,EVENT,O
,SHALL,O
,THEAUTHORS,O
,OR,O
,COPYRIGHT,O
,HOLDERS,O
,BE,O
,LIABLE,O
,FOR,O
,ANY,O
,CLAIM,O
,",",O
,DAMAGES,O
,OR,O
,OTHERLIABILITY,O
,",",O
,WHETHER,O
,IN,O
,AN,O
,ACTION,O
,OF,O
,CONTRACT,O
,",",O
,TORT,O
,OR,O
,OTHERWISE,O
,",",O
,ARISING,O
,FROM,O
,",",O
,OUT,O
,OF,O
,OR,O
,IN,O
,CONNECTION,O
,WITH,O
,THE,O
,SOFTWARE,O
,OR,O
,THE,O
,USE,O
,OR,O
,OTHER,O
,DEALINGS,O
,INTHE,O
,SOFTWARE.,O
,``,O
Sentence: 139,``,O
,<,O
,--,O
,globalinfo-start,O
,--,O
,>,O
,Class,O
,implementing,O
,the,O
,KDTree,O
,search,O
,algorithm,O
,for,O
,nearest,O
,neighbour,O
,search.,O
,<,O
,br,O
,>,O
,The,O
,connection,O
,to,O
,dataset,O
,is,O
,only,O
,a,O
,reference,O
,.,O
,For,O
,the,O
,tree,O
,structure,O
,the,O
,indexes,O
,are,O
,stored,O
,in,O
,an,O
,array,O
,.,O
,<,O
,br,O
,>,O
,Building,O
,the,O
,tree,O
,:,O
,<,O
,br,O
,>,O
,If,O
,a,O
,node,O
,has,O
,&,O
,lt,O
,;,O
,maximal-inst-number,O
,&,O
,gt,O
,;,O
,(,O
,option,O
,-L,O
,),O
,instances,O
,no,O
,further,O
,splitting,O
,is,O
,done,O
,.,O
,Also,O
,if,O
,the,O
,split,O
,would,O
,leave,O
,one,O
,side,O
,empty,O
,",",O
,the,O
,branch,O
,is,O
,not,O
,split,O
,any,O
,further,O
,even,O
,if,O
,the,O
,instances,O
,in,O
,the,O
,resulting,O
,node,O
,are,O
,more,O
,than,O
,&,O
,lt,O
,;,O
,maximal-inst-number,O
,&,O
,gt,O
,;,O
,instances.,O
,<,O
,br,O
,>,O
,PLEASE,O
,NOTE,O
,:,O
,The,O
,algorithm,O
,can,O
,not,O
,handle,O
,missing,O
,values,O
,",",O
,so,O
,it,O
,is,O
,advisable,O
,to,O
,run,O
,ReplaceMissingValues,O
,filter,O
,if,O
,there,O
,are,O
,any,O
,missing,O
,values,O
,in,O
,the,O
,dataset.,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,For,O
,more,O
,information,O
,see,O
,:,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,Jerome,B-AUTHOR
,H.,I-AUTHOR
,Friedman,I-AUTHOR
,",",O
,Jon,B-AUTHOR
,Luis,I-AUTHOR
,Bentley,I-AUTHOR
,",",O
,Raphael,B-AUTHOR
,Ari,I-AUTHOR
,Finkel,I-AUTHOR
,(,O
,1977,B-YEAR
,),O
,.,O
,An,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Finding,I-TITLE
,Best,I-TITLE
,Matches,I-TITLE
,in,I-TITLE
,Logarithmic,I-TITLE
,Expected,I-TITLE
,Time,I-TITLE
,.,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematics,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,.,O
,3,B-VOLUME
,(,O
,3,B-NUMBER
,),O
,:209-226.,B-PAGES
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,Andrew,B-AUTHOR
,Moore,I-AUTHOR
,(,O
,1991,B-YEAR
,),O
,.,O
,A,B-TITLE
,tutorial,I-TITLE
,on,I-TITLE
,kd-trees,I-TITLE
,.,O
,<,O
,p,O
,>,O
,<,O
,--,O
,globalinfo-end,O
,--,O
,>,O
,<,O
,--,O
,technical-bibtex-start,O
,--,O
,>,O
,BibTeX,O
,:,O
,<,O
,pre,O
,>,O
,&,O
,64,O
,;,O
,article,O
,{,O
,Friedman1977,O
,",",O
,author,O
,=,O
,{,O
,Jerome,B-AUTHOR
,H.,I-AUTHOR
,Friedman,I-AUTHOR
,and,O
,Jon,B-AUTHOR
,Luis,I-AUTHOR
,Bentley,I-AUTHOR
,and,O
,Raphael,B-AUTHOR
,Ari,I-AUTHOR
,Finkel,I-AUTHOR
,},O
,",",O
,journal,O
,=,O
,{,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematics,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,month,O
,=,O
,{,O
,September,B-MONTH
,},O
,",",O
,number,O
,=,O
,{,O
,3,B-NUMBER
,},O
,",",O
,pages,O
,=,O
,{,O
,209-226,B-PAGES
,},O
,",",O
,title,O
,=,O
,{,O
,An,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Finding,I-TITLE
,Best,I-TITLE
,Matches,I-TITLE
,in,I-TITLE
,Logarithmic,I-TITLE
,Expected,I-TITLE
,Time,I-TITLE
,},O
,",",O
,volume,O
,=,O
,{,O
,3,B-VOLUME
,},O
,",",O
,year,O
,=,O
,{,O
,1977,B-YEAR
,},O
,},O
,&,O
,64,O
,;,O
,techreport,O
,{,O
,Moore1991,O
,",",O
,author,O
,=,O
,{,O
,Andrew,O
,Moore,O
,},O
,",",O
,booktitle,O
,=,O
,{,O
,University,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,Cambridge,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,Laboratory,I-BOOKTITLE_OR_JOURNAL
,Technical,I-BOOKTITLE_OR_JOURNAL
,Report,I-BOOKTITLE_OR_JOURNAL
,No,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,209,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,howpublished,O
,=,O
,{,O
,Extract,B-PUBLISHER
,from,I-PUBLISHER
,PhD,I-PUBLISHER
,Thesis,I-PUBLISHER
,},O
,",",O
,title,O
,=,O
,{,O
,A,B-TITLE
,tutorial,I-TITLE
,on,I-TITLE
,kd-trees,I-TITLE
,},O
,",",O
,year,O
,=,O
,{,O
,1991,B-YEAR
,},O
,",",O
,HTTP,O
,=,O
,{,O
,Available,O
,from,O
,http,B-URL
,:,I-URL
,www.autonlab.org,I-URL
,autonweb,I-URL
,14665.html,I-URL
,},O
,},O
,<,O
,pre,O
,>,O
,<,O
,p,O
,>,O
,<,O
,--,O
,technical-bibtex-end,O
,--,O
,>,O
,<,O
,--,O
,options-start,O
,--,O
,>,O
,Valid,O
,options,O
,are,O
,:,O
,<,O
,p,O
,>,O
,<,O
,pre,O
,>,O
,-S,O
,&,O
,lt,O
,;,O
,classname,O
,and,O
,options,O
,&,O
,gt,O
,;,O
,Node,O
,splitting,O
,method,O
,to,O
,use,O
,.,O
,(,O
,default,O
,:,O
,weka.core.neighboursearch.kdtrees.SlidingMidPointOfWidestSide,O
,),O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-W,O
,&,O
,lt,O
,;,O
,value,O
,&,O
,gt,O
,;,O
,Set,O
,minimal,O
,width,O
,of,O
,a,O
,box,O
,(,O
,default,O
,:,O
,1.0E-2,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-L,O
,Maximal,O
,number,O
,of,O
,instances,O
,in,O
,a,O
,leaf,O
,(,O
,default,O
,:,O
,40,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-N,O
,Normalizing,O
,will,O
,be,O
,done,O
,(,O
,Select,O
,dimension,O
,for,O
,split,O
,",",O
,with,O
,normalising,O
,to,O
,universe,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,--,O
,options-end,O
,--,O
,>,O
,@,O
,author,O
,Gabi,O
,Schmidberger,O
,(,O
,gabi,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,author,O
,Malcolm,O
,Ware,O
,(,O
,mfw4,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,author,O
,Ashraf,O
,M.,O
,Kibriya,O
,(,O
,amk14,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,version,O
,$,O
,Revision,O
,$,O
,``,O
Sentence: 140,``,O
,<,O
,--,O
,globalinfo-start,O
,--,O
,>,O
,Class,O
,implementing,O
,the,O
,KDTree,O
,search,O
,algorithm,O
,for,O
,nearest,O
,neighbour,O
,search.,O
,<,O
,br,O
,>,O
,The,O
,connection,O
,to,O
,dataset,O
,is,O
,only,O
,a,O
,reference,O
,.,O
,For,O
,the,O
,tree,O
,structure,O
,the,O
,indexes,O
,are,O
,stored,O
,in,O
,an,O
,array,O
,.,O
,<,O
,br,O
,>,O
,Building,O
,the,O
,tree,O
,:,O
,<,O
,br,O
,>,O
,If,O
,a,O
,node,O
,has,O
,&,O
,lt,O
,;,O
,maximal-inst-number,O
,&,O
,gt,O
,;,O
,(,O
,option,O
,-L,O
,),O
,instances,O
,no,O
,further,O
,splitting,O
,is,O
,done,O
,.,O
,Also,O
,if,O
,the,O
,split,O
,would,O
,leave,O
,one,O
,side,O
,empty,O
,",",O
,the,O
,branch,O
,is,O
,not,O
,split,O
,any,O
,further,O
,even,O
,if,O
,the,O
,instances,O
,in,O
,the,O
,resulting,O
,node,O
,are,O
,more,O
,than,O
,&,O
,lt,O
,;,O
,maximal-inst-number,O
,&,O
,gt,O
,;,O
,instances.,O
,<,O
,br,O
,>,O
,PLEASE,O
,NOTE,O
,:,O
,The,O
,algorithm,O
,can,O
,not,O
,handle,O
,missing,O
,values,O
,",",O
,so,O
,it,O
,is,O
,advisable,O
,to,O
,run,O
,ReplaceMissingValues,O
,filter,O
,if,O
,there,O
,are,O
,any,O
,missing,O
,values,O
,in,O
,the,O
,dataset.,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,For,O
,more,O
,information,O
,see,O
,:,O
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,Jerome,B-AUTHOR
,H.,I-AUTHOR
,Friedman,I-AUTHOR
,",",O
,Jon,B-AUTHOR
,Luis,I-AUTHOR
,Bentley,I-AUTHOR
,",",O
,Raphael,B-AUTHOR
,Ari,I-AUTHOR
,Finkel,I-AUTHOR
,(,O
,1977,B-YEAR
,),O
,.,O
,An,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Finding,I-TITLE
,Best,I-TITLE
,Matches,I-TITLE
,in,I-TITLE
,Logarithmic,I-TITLE
,Expected,I-TITLE
,Time,I-TITLE
,.,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematics,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,.,O
,3,B-VOLUME
,(,O
,3,B-NUMBER
,),O
,:209-226.,B-PAGES
,<,O
,br,O
,>,O
,<,O
,br,O
,>,O
,Andrew,B-AUTHOR
,Moore,I-AUTHOR
,(,O
,1991,B-YEAR
,),O
,.,O
,A,B-TITLE
,tutorial,I-TITLE
,on,I-TITLE
,kd-trees,I-TITLE
,.,O
,<,O
,p,O
,>,O
,<,O
,--,O
,globalinfo-end,O
,--,O
,>,O
,<,O
,--,O
,technical-bibtex-start,O
,--,O
,>,O
,BibTeX,O
,:,O
,<,O
,pre,O
,>,O
,&,O
,64,O
,;,O
,article,O
,{,O
,Friedman1977,O
,",",O
,author,O
,=,O
,{,O
,Jerome,B-AUTHOR
,H.,I-AUTHOR
,Friedman,I-AUTHOR
,and,O
,Jon,B-AUTHOR
,Luis,I-AUTHOR
,Bentley,I-AUTHOR
,and,O
,Raphael,B-AUTHOR
,Ari,I-AUTHOR
,Finkel,I-AUTHOR
,},O
,",",O
,journal,O
,=,O
,{,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Mathematics,I-BOOKTITLE_OR_JOURNAL
,Software,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,month,O
,=,O
,{,O
,September,B-MONTH
,},O
,",",O
,number,O
,=,O
,{,O
,3,B-VOLUME
,},O
,",",O
,pages,O
,=,O
,{,O
,209-226,B-PAGES
,},O
,",",O
,title,O
,=,O
,{,O
,An,B-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Finding,I-TITLE
,Best,I-TITLE
,Matches,I-TITLE
,in,I-TITLE
,Logarithmic,I-TITLE
,Expected,I-TITLE
,Time,I-TITLE
,},O
,",",O
,volume,O
,=,O
,{,O
,3,B-NUMBER
,},O
,",",O
,year,O
,=,O
,{,O
,1977,B-YEAR
,},O
,},O
,&,O
,64,O
,;,O
,techreport,O
,{,O
,Moore1991,O
,",",O
,author,O
,=,O
,{,O
,Andrew,B-AUTHOR
,Moore,I-AUTHOR
,},O
,",",O
,booktitle,O
,=,O
,{,O
,University,B-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,Cambridge,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,Laboratory,I-BOOKTITLE_OR_JOURNAL
,Technical,I-BOOKTITLE_OR_JOURNAL
,Report,I-BOOKTITLE_OR_JOURNAL
,No,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,209,I-BOOKTITLE_OR_JOURNAL
,},O
,",",O
,howpublished,O
,=,O
,{,O
,Extract,B-PUBLISHER
,from,I-PUBLISHER
,PhD,I-PUBLISHER
,Thesis,I-PUBLISHER
,},O
,",",O
,title,O
,=,O
,{,O
,A,B-TITLE
,tutorial,I-TITLE
,on,I-TITLE
,kd-trees,I-TITLE
,},O
,",",O
,year,O
,=,O
,{,O
,1991,B-YEAR
,},O
,",",O
,HTTP,O
,=,O
,{,O
,Available,O
,from,O
,http,B-URL
,:,I-URL
,www.autonlab.org,I-URL
,autonweb,I-URL
,14665.html,I-URL
,},O
,},O
,<,O
,pre,O
,>,O
,<,O
,p,O
,>,O
,<,O
,--,O
,technical-bibtex-end,O
,--,O
,>,O
,<,O
,--,O
,options-start,O
,--,O
,>,O
,Valid,O
,options,O
,are,O
,:,O
,<,O
,p,O
,>,O
,<,O
,pre,O
,>,O
,-S,O
,&,O
,lt,O
,;,O
,classname,O
,and,O
,options,O
,&,O
,gt,O
,;,O
,Node,O
,splitting,O
,method,O
,to,O
,use,O
,.,O
,(,O
,default,O
,:,O
,weka.core.neighboursearch.kdtrees.SlidingMidPointOfWidestSide,O
,),O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-W,O
,&,O
,lt,O
,;,O
,value,O
,&,O
,gt,O
,;,O
,Set,O
,minimal,O
,width,O
,of,O
,a,O
,box,O
,(,O
,default,O
,:,O
,1.0E-2,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-L,O
,Maximal,O
,number,O
,of,O
,instances,O
,in,O
,a,O
,leaf,O
,(,O
,default,O
,:,O
,40,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,pre,O
,>,O
,-N,O
,Normalizing,O
,will,O
,be,O
,done,O
,(,O
,Select,O
,dimension,O
,for,O
,split,O
,",",O
,with,O
,normalising,O
,to,O
,universe,O
,),O
,.,O
,<,O
,pre,O
,>,O
,<,O
,--,O
,options-end,O
,--,O
,>,O
,@,O
,author,O
,Gabi,O
,Schmidberger,O
,(,O
,gabi,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,author,O
,Malcolm,O
,Ware,O
,(,O
,mfw4,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,author,O
,Ashraf,O
,M.,O
,Kibriya,O
,(,O
,amk14,O
,[,O
,at-the-rate,O
,],O
,cs,O
,[,O
,dot,O
,],O
,waikato,O
,[,O
,dot,O
,],O
,ac,O
,[,O
,dot,O
,],O
,nz,O
,),O
,@,O
,version,O
,$,O
,Revision,O
,:,O
,1.3,O
,$,O
,``,O
Sentence: 141,``,O
,``,O
,'',O
,'',O
,Perform,O
,generalized,O
,loop-invariant,O
,code,O
,motion,O
,",",O
,a,O
,transformation,O
,detailed,O
,in,O
,a,O
,paper,O
,available,O
,at,O
,:,O
,http,B-URL
,:,I-URL
,dl.acm.org,I-URL
,citation.cfm,I-URL
,?,I-URL
,id=2687415,I-URL
,:,O
,param,O
,mode,O
,:,O
,drive,O
,code,O
,motion,O
,by,O
,specifying,O
,what,O
,subexpressions,O
,should,O
,be,O
,hoisted,O
,and,O
,where,O
,.,O
,normal,O
,:,O
,(,O
,default,O
,),O
,all,O
,subexpressions,O
,that,O
,depend,O
,on,O
,one,O
,loop,O
,at,O
,most,O
,aggressive,O
,:,O
,all,O
,subexpressions,O
,",",O
,depending,O
,on,O
,any,O
,number,O
,of,O
,loops,O
,.,O
,This,O
,may,O
,require,O
,introducing,O
,N-dimensional,O
,temporaries,O
,.,O
,incremental,O
,:,O
,apply,O
,",",O
,in,O
,sequence,O
,",",O
,only_const,O
,",",O
,only_outlinear,O
,",",O
,and,O
,one,O
,sweep,O
,for,O
,each,O
,linear,O
,dimension,O
,only_const,O
,:,O
,only,O
,all,O
,constant,O
,subexpressions,O
,only_linear,O
,:,O
,only,O
,all,O
,subexpressions,O
,depending,O
,on,O
,linear,O
,loops,O
,only_outlinear,O
,:,O
,only,O
,all,O
,subexpressions,O
,independent,O
,of,O
,linear,O
,loops,O
,reductions,O
,:,O
,all,O
,sub-expressions,O
,that,O
,are,O
,redundantly,O
,computed,O
,within,O
,a,O
,reduction,O
,loop,O
,;,O
,if,O
,possible,O
,",",O
,pull,O
,the,O
,reduction,O
,loop,O
,out,O
,of,O
,the,O
,nest,O
,.,O
,:,O
,param,O
,kwargs,O
,:,O
,look_ahead,O
,:,O
,(,O
,default,O
,:,O
,False,O
,),O
,should,O
,be,O
,set,O
,to,O
,True,O
,if,O
,only,O
,a,O
,projection,O
,of,O
,the,O
,hoistable,O
,subexpressions,O
,is,O
,needed,O
,(,O
,i.e.,O
,",",O
,hoisting,O
,not,O
,performed,O
,),O
,max_sharing,O
,:,O
,(,O
,default,O
,:,O
,False,O
,),O
,should,O
,be,O
,set,O
,to,O
,True,O
,if,O
,hoisting,O
,should,O
,be,O
,avoided,O
,in,O
,case,O
,the,O
,same,O
,set,O
,of,O
,symbols,O
,appears,O
,in,O
,different,O
,hoistable,O
,sub-expressions,O
,.,O
,By,O
,not,O
,hoisting,O
,",",O
,factorization,O
,opportunities,O
,are,O
,preserved,O
,iterative,O
,:,O
,(,O
,default,O
,:,O
,True,O
,),O
,should,O
,be,O
,set,O
,to,O
,False,O
,if,O
,interested,O
,in,O
,hoisting,O
,only,O
,the,O
,smallest,O
,subexpressions,O
,matching,O
,mode,O
,lda,O
,:,O
,an,O
,up-to-date,O
,loop,O
,dependence,O
,analysis,O
,",",O
,as,O
,returned,O
,by,O
,a,O
,call,O
,to,O
,``,O
,loops_analysis,O
,(,O
,node,O
,",",O
,'dim,O
,',O
,),O
,.,O
,By,O
,providing,O
,this,O
,information,O
,",",O
,loop,O
,dependence,O
,analysis,O
,can,O
,be,O
,avoided,O
,",",O
,thus,O
,speeding,O
,up,O
,the,O
,transformation,O
,.,O
,global_cse,O
,:,O
,(,O
,default,O
,:,O
,False,O
,),O
,search,O
,for,O
,common,O
,sub-expressions,O
,across,O
,all,O
,previously,O
,hoisted,O
,terms,O
,.,O
,Note,O
,that,O
,no,O
,data,O
,dependency,O
,analysis,O
,is,O
,performed,O
,",",O
,so,O
,this,O
,is,O
,at,O
,caller,O
,'s,O
,risk,O
,.,O
,with_promotion,O
,:,O
,compute,O
,hoistable,O
,subexpressions,O
,within,O
,clone,O
,loops,O
,even,O
,though,O
,this,O
,does,O
,n't,O
,necessarily,O
,result,O
,in,O
,fewer,O
,operations,O
,.,O
,Examples,O
,========,O
,1,O
,),O
,With,O
,mode='normal,O
,',O
,:,O
,:,O
,:,O
,for,O
,i,O
,for,O
,j,O
,for,O
,k,O
,a,O
,[,O
,j,O
,],O
,[,O
,k,O
,],O
,+=,O
,(,O
,b,O
,[,O
,i,O
,],O
,[,O
,j,O
,],O
,+,O
,c,O
,[,O
,i,O
,],O
,[,O
,j,O
,],O
,),O
,(,O
,d,O
,[,O
,i,O
,],O
,[,O
,k,O
,],O
,+,O
,e,O
,[,O
,i,O
,],O
,[,O
,k,O
,],O
,),O
,Redundancies,O
,are,O
,spotted,O
,along,O
,both,O
,the,O
,i,O
,and,O
,j,O
,dimensions,O
,",",O
,resulting,O
,in,O
,:,O
,:,O
,:,O
,for,O
,i,O
,for,O
,k,O
,ct1,O
,[,O
,k,O
,],O
,=,O
,d,O
,[,O
,i,O
,],O
,[,O
,k,O
,],O
,+,O
,e,O
,[,O
,i,O
,],O
,[,O
,k,O
,],O
,for,O
,j,O
,ct2,O
,=,O
,b,O
,[,O
,i,O
,],O
,[,O
,j,O
,],O
,+,O
,c,O
,[,O
,i,O
,],O
,[,O
,j,O
,],O
,for,O
,k,O
,a,O
,[,O
,j,O
,],O
,[,O
,k,O
,],O
,+=,O
,ct2,O
,ct1,O
,[,O
,k,O
,],O
,2,O
,),O
,With,O
,mode='reductions,O
,',O
,.,O
,Consider,O
,the,O
,following,O
,loop,O
,nest,O
,:,O
,:,O
,:,O
,for,O
,i,O
,for,O
,j,O
,a,O
,[,O
,j,O
,],O
,+=,O
,b,O
,[,O
,j,O
,],O
,c,O
,[,O
,i,O
,],O
,By,O
,unrolling,O
,the,O
,loops,O
,",",O
,one,O
,clearly,O
,sees,O
,that,O
,:,O
,:,O
,:,O
,a,O
,[,O
,0,O
,],O
,+=,O
,b,O
,[,O
,0,O
,],O
,c,O
,[,O
,0,O
,],O
,+,O
,b,O
,[,O
,0,O
,],O
,c,O
,[,O
,1,O
,],O
,+,O
,b,O
,[,O
,0,O
,],O
,c,O
,[,O
,2,O
,],O
,+,O
,...,O
,a,O
,[,O
,1,O
,],O
,+=,O
,b,O
,[,O
,1,O
,],O
,c,O
,[,O
,0,O
,],O
,+,O
,b,O
,[,O
,1,O
,],O
,c,O
,[,O
,1,O
,],O
,+,O
,b,O
,[,O
,1,O
,],O
,c,O
,[,O
,2,O
,],O
,+,O
,...,O
,Which,O
,is,O
,identical,O
,to,O
,:,O
,:,O
,:,O
,ct,O
,=,O
,c,O
,[,O
,0,O
,],O
,+,O
,c,O
,[,O
,1,O
,],O
,+,O
,c,O
,[,O
,2,O
,],O
,+,O
,...,O
,a,O
,[,O
,0,O
,],O
,+=,O
,b,O
,[,O
,0,O
